"ID";"Non lematized text";"Nick";"URL";"Date";"Time"
48;"Караканский бор, Новосибирская область.";"mari_ya_77";"http://kovaler.livejournal.com/280010.html";"19.08.2013";"19:29:00"
49;"Сдал на пять Менеджмент в посреднических операциях          Дата сдачи: январь 2004         Автор реферата: Говорова Н. Ц.         Оценка за реферат: 4         Кол-во страниц: 86           Понравилось:                   Тарнецкий Д. М.         Вискенбар Д. Р.         Штремберг Л. И.         Агафонычев У. Б.         Младенцев Н. Н.                   Аксубаевский - Акъяр - Должанский - Атаманская - Клепиковский - Анди - Восточный - Вешняки - Александровский - Верхний Мамон - Куба-Таба - Кашары сл. - Богашево - Архонская - Кировский - Алабино - Комсомольское - Ивановский - Аксарайский - Дорохово - Гусь-Хрустальный - Арбат - Кичера - Заводоуковский - Звездный - Беково - Артык - Кесовогорский - Долаково - Ишхой-Юрт - Городищи - Кировский - Волошка - Алдан - Веселоярск - Балакирево - Котельничский - Гергебильский - Барабинский - Жилетово - Егорлыкский - Алхан-Юрт - Демихово - Качугский - Заполярный - Курский - Кунашакский - Виноградный - Аксарайский - Кош-Агачский - Кульдур - Дядьковская - Краснослободск - Кохма - Городище - Кадомский - Дылым - Добрунь - Косая Гора - Кадая - Иркутский - Красноярская - Воля - Бурлинский - Комсомольское - Великент - Гирей - Еманжелинка - Верхнетоемский - Ветлужский - Дейское - Колодезный - Зайково - Катыр-Юрт - Доброе -";"tigr74f";"http://tigr74f.livejournal.com/17551824.html";"28.01.2013";"1:13:00"
50;"Оригинал взят у  в Топ-10 рисунков Онлича  Собрал 10 своих работ, которые получили большой отклик. Это, конечно, далеко не всё. Итак, предлагаю всем своим друзьям посмотреть:                 Филипп Киркоров       Бонус. Работун. Абсолютный лидер всех просмотров.   Все мои рисунки одной лентой можно посмотреть под тегом картинки Онлича.";"brazilnatal";"http://brazilnatal.livejournal.com/2517244.html";"20.08.2013";"14:10:00"
51;"ПРОДАЛ МТС по цене 299,98: (299,98-285,95)*3490 = 48964,7 рублей заработал на этой сделке     ПРОДАЛ ГАЗПРОМ по цене 131,5: (131,5-128,35)*1550 = 4882,5 рублей заработано.   о чем речь тут";"mimuro";"http://mimuro.livejournal.com/87993.html";"22.08.2013";"12:59:00"
52;"Власти Черногории подтвердили факт регистрации в стране компании, принадлежащей Алексею Навальному, передает РИА Новости.  Налоговая администрация официально подтвердила, что кандидат на пост мэра Москвы Алексей Навальный является соучредителем компании MRD Company. Фирма была зарегистрирована 20 ноября 2007 года.  Также налоговая служба заявила, что сайт ведомства не был взломан и не подвергался хакерской атаке для изменения данных.  Мы заявляем, что сайт центрального реестра коммерческих предприятий не был взломан , - подчеркнули в черногорской налоговой администрации.  Напомним, ранее в российской блогосфере появилась информация о наличии у Навального компании в Черногории. Эту информацию кандидат в мэры опроверг в своем микроблоге Twitter. Позже Глава предвыборного штаба Навального Леонид Волков заявил, что соответствующую запись в реестр налоговой службы Черногории внесли хакеры.  Комментируя эту ситуацию, председатель Мосгоризбиркома Валентин Горбунов заявил, что кандидатам в мэры Москвы не запрещено вести бизнес за рубежом. Глава комиссии добавил, что никаких жалоб на наличие у кандидата Навального зарубежного бизнеса или активов пока не поступало в Мосгоризбирком.  Если поступят такие документы, мы будем рассматривать их в рамках закона , - отметил он.  Добавим, что Мосгоризбирком может потребовать отмены регистрации кандидата в мэры столицы от РПР-ПАРНАС Алексея Навального до 30 августа. Председатель Мосгоризбиркома сообщил, что если избирательный штаб кандидата изготовил агитационные материалы стоимостью более 10 миллионов рублей, не оплатив их из избирательного фонда, то это может стать основанием для отмены регистрации кандидата.  В свою очередь представитель пресс-службы Мосгоризбиркома пояснил, что суд может принять решение об отмене регистрации кандидата не позднее 2 сентября.  Между тем в интервью радиостанции  Эхо Москвы  врио мэра столицы Сергей Собянин заявил, что против того, чтобы кого-нибудь из зарегистрированных кандидатов на выборы столичного градоначальника, в том числе и Навального, снимали с предвыборной гонки.   Я не раз говорил о том, что, считаю, надо сделать все возможное для того, чтобы те кандидаты, которые зарегистрированы, дошли до финишной черты. И чтобы у москвичей была возможность выбора. Никаких резких движений не надо делать. Никого не нужно снимать с кампании. Мне кажется, это только повредит , - сказал Собянин.  Врио мэра также выразил мнение, что Мосгоризбирком зарегистрировал кандидатов,  которые реально имеют поддержку либо крупных партий или избирателей . Он также заметил, что сожалеет об отсутствии в списке кандидатов Михаила Прохорова, передает ИТАР-ТАСС.  Ранее в интервью  Интерфаксу  он заявил, что в случае победы на выборах не будет глобально менять команду. Более того, Собянин нашел плюсы в предвыборной кампании, которая сейчас происходит в Москве. По его словам, в такой период обостряются самые проблемные вопросы города, а значит, на них рельефно акцентируется внимание, и можно найти четкий ответ.";"gopnikda";"http://nikitin-anton-4.livejournal.com/231306.html";"22.08.2013";"23:08:00"
53;"1. МосВписка  Статистика: Зарегистрировано пользователей   2240, предложений   421, в поиске   337, ожидают модерации   34  Полную процедуру  вписки  до конца прошли уже 122 человека, 547 на очереди.  Это значит, что скоро к нам приедет 122 человека для работы волонтёрами. Некоторые из них приезжают парами и компаниями. Отлично.  Мы много времени уделяем модерации заявок. Это наш способ защитить сторонников от проблем, мошенничества и обмана. Модерируем предложения квартир по некоторым критериям, определенным командой. Заявок сейчас больше, чем принятых предложений. Но люди достаточно легко договариваются и находят общий язык друг с другом.  Есть уже несколько историй того, как люди приезжают и начинают помогать нам в штабе и на кубах. Первые две истории наполнили новым смыслом знаменитое  Данила, ай нид хэлп :  Это Даниил Белов из Владимира. Он уже пользовался МосВпиской два раза.     Он приезжает в Москву на свои деньги, и бесплатно агитирует на кубах потому что:  Хочется делать это что бы получить первого легитимного политика, и еще, я считаю, что поработав сейчас в поддержку Алексея я получаю для себя право спросить с него исполнения обещанного   Он так же добавил, что с проживание никаких проблем нет, он живет у молодой пары и они отлично ладят.  А это Данила.    Он приехал в субботу утром   и сразу пришел в штаб. Данила живет в Швейцарии уже три года. Рассказывает, что не интересовался политикой до тех пор, пока не переехал в Швейцарию. Но потом посмотрел, что люди живут там хорошо, а у нас    коряво как-то . И стало обидно. Семью, конечно, он туда может перевезти, в этом проблем нет. Но у его родителей дом - здесь. Данила констатирует, что в Швейцарии принято на все влиять -  они относятся к своей стране, как к своему дому.  Цитирую:    Ты же можешь в своей квартире мебель так, как хочешь расставить. Вот и они решают там вообще все. Метод   референдум. И один из них был такой, на котором они запретили мечети строить. Просто проголосовали. Потом был референдум на тему проведения зимних олимпийских игр в стране   также они высказались против, так как это огромные траты из бюджета, плохо для экологии. Мы, конечно, не швейцарцы, но принимать решения, которые влияют на повседневную жизнь, - это естественно. Про проект узнал из твиттера teamnavalny. Сначала думал остановиться у старых знакомых, но было неудобно   знакомых много, но я не со всеми поддерживал связь последнее время. А тут   МосВписка, на которой люди говорят о том, что готовы принять гостей. Я начал искать вписку во вторник, в среду я нашел, в субботу я приехал. Приняли меня отлично. Я приехал и лег спать. А потом сразу пошел в штаб. Меня отправили на куб =) Сейчас помогаю в штабе, в офисе. Приехал на неделю, до следующего воскресенья.  Так что МосВписка работает, пользуйтесь и приезжайте работать у нас.  http://mosvpiska.navalny.ru     2. Навальный в каждый дом  Во-первых, это красиво  Я сразу зарегистрировался у себя дома в Марьино и было очень круто наблюдать, как в соседних домах/подъездах постепенно появляются значки. Сопротивление существует.  Этот проект стоило бы запустить, чтобы мы поняли, что в каждом доме по соседству живёт такой как мы сами - готовый тратить  15 минут в день на борьбу с режимом    Статистика:  Зарегистрировано: 21433 Указали адрес: 20102 Захваченных домов: 13141  Хорошо, но нужно больше.  Приходите и регистрируйтесь.  http://dom.navalny.ru  В Москве около 40 000 домов, и нам нужен человек в каждом из них.  Силы Добра захватывают город.    В ближайшее время мы будем выдавать задания с большой скоростью и частотой, но они, как мы и обещали, не будут отнимать много времени.  А последнее будет такое    Первое было рассказать, пришла ли вам газета от нас.  Второе тоже простое - нужно поговорить со своими друзьями. Правда, о политике и выборах. Просто спросить, что они думают.  Вы каждый день обсуждаете разные бытовые вещи типа маникюра, рыбалки, теории струн, машин или тайной жизни звезд. Надо будет немного поболтать и о выборах мэра: ничего особенного.  Вы наверняка справитесь и сами, но если почувствуете затруднение, то мы приготовили для вас несколько примерных текстов, которые помогут начать разговор. Через некоторое время попросим дать обратную связь о том, как вы поговорили.  Заходите на сайт http://dom.navalny.ru Присоединяйтесь. Участвуйте в самой интересной и высокотехнологичной кампании.";"logik_logik";"http://navalny.livejournal.com/840113.html";"19.08.2013";"1:26:00"
54;"Оригинал взят у  в АрконавтыOriginally posted by  at АрконавтыИнтересно, многие ли из тех кого гипнотизирует башкирское слово ”Аркаим” представляют как он выглядел на самом деле? Выглядел он вот так:      Каждый отсек это комната на 8-10 человек, одну большую семью. Общая площадь поселения - два футбольных поля. Ни величественных дворцов, ни храмов с мраморными колоннами. Одна полуземлянка, где делали наконечники для стрел и мастерская для выделки шкур. Таких поселений эпохи средней бронзы 2000-1800 гг. до  н.э. только на Южном Урале раскопано больше 40, но повезло Аркаиму.  В ельцинские 90-е фрики от науки получили возможность публиковать свои бредни и пустились в буйный пляс, отыскивая  атлантиды  в степях. Оно б ничего, но в мае 2005  прародину русичей-заратустричей  посетили Путин с Задорновым и весь этот бред получил как бы статус государственного. Это интересный памятник археологии, да. Но на ”могучую цивилизацию” этот посёлок, один из многих, существовавший в течении не более 40-60 лет объективно никак не тянет.Запись сделана с помощью m.livejournal.com.";"skurlatov";"http://skurlatov.livejournal.com/2241762.html";"25.08.2013";"0:35:00"
55;"Нужна ли блогеру семья? Во-первых, конечно же, да. Чорт! В первой же строчке проболтался! Тогда хотя бы поясню. Питаться комментами можно сутки, от силы двое. На третий день блогеру обязательно понадобится  кто-то, кто умеет готовить и заполнять квитанции. Поэтому семья нужна. Уточнение: сытому блогеру с заполненными квитанциями семья нужна в несколько меньшей степени.  Второй вопрос: нужны ли блогеру дети? Тут каждый решает для себя. Мне, например, нужны. Когда я иду с работы, ********* как ******, и вдруг вижу, как через парк по диагонали бежит любимый ребенок, чтобы прыгнуть мне на шею (а такие  вдруг  случаются каждый день), нет человека на свете, счастливее меня. Помимо этого момента ребенок нужен периодически. В идеале он верещит что-то в соседней комнате, смотрит мультики, названия которых мне не выговорить, и не мешает отцу втыкать в клавиатуру.  При этом домашние не знают, что я веду блог. Знают только, что делаю что-то за компьютером, и это устраивает и их, и меня. Только младшей - не удержался, показал несколько постов с ее фотографиями. С тех пор она регулярно просит:  Ну напиши про меня еще песню!   Вы-то как, родные мои? Знают ли ваши близкие, то вы уже свихнулись на этом ЖЖ? Крутят пальцами у виска, когда вы вдруг в компании начинаете бормотать о прифренде и СК? Одобряют ваше увлечение? Читают ваш блог? Ведут ли свой? Не ревнуют к блогу? А к читателям? А к читательницам?  И не вздумайте соврать! Я ведь... впрочем, у меня на юзерпике написано.";"tiina";"http://ljpromo.livejournal.com/308302.html";"23.08.2013";"23:12:00"
56;"Источник   Поддержи автора - Добавь в друзья!";"pryf";"http://pryf.livejournal.com/3381628.html";"21.08.2013";"0:14:00"
57;"Оригинал взят у  в Золотые зубы, фальшивый диагноз и братские могилыПредставляю первые документы из внутреннего документооборота ГУЛАГа, найденные мною в архиве. Несколько документов уже были в сети, какие-то публикуются впервые.Все документы взяты из описи 1с(секретной) из фонда 9414 Государственного архива Российской Федерации.  Переписка по поводу массового захоронения умерших заключенных нескольких трупов в одной могиле без гробов и без белья.    Источник:ГА РФ. Ф.9414 оп.1с. д.2785.Л.18-19.       Источник: ГА РФ. 9414. оп.1с.д.2762.л.190   В некоторых лагерях ввести это как правило (c)  Источник: ГА РФ. 9414.1с.Д.2762.л.191.  Фальшивый диагноз.   Источник: ГА РФ. Ф 9414. Оп. 1c. Д.2762. Л.103.  Золотые зубы.   Источник: ГА РФ. Ф. 9414. Опись 1с. Дело 2771. Л.1.   Источник: ГА РФ. Ф. 9414. Оп.1с. д.2771. л.3.";"n_nastusha";"http://n-nastusha.livejournal.com/563059.html";"21.08.2013";"15:21:00"
58;;"lvoropaeva";"http://lvoropaeva.livejournal.com/9194225.html";"24.08.2013";"16:06:00"
59;"Замок Гохостервитц (Burg Hochosterwitz)   средневековый замок в Каринтии (K&auml rnten), одной из областей Австрии. Замок расположен на доломитовой скале высотой 160 м, к востоку от города Санкт-Файт. В солнечную погоду он виден с расстояния более 30 км и является одним из наиболее красивых замков в этой прекрасной стране. Замок ввиду своего грозного вида (достаточно сказать что, чтобы попасть внутрь, необходимо пройти 14 ворот) так никогда и не принимал участия в боевых действиях и потому дошел до нас в неизменном виде.  Первое упоминание о замке относится к 860 году, когда он назывался Асторвица (Astorwiza). Это наименование имеет словенское происхождение и восходит ко времени славянского княжества Карантания, ядро которого находилось на территории современной Каринтии.  В 1209 г. Бернард Спанхейм, герцог Каринтии, передал роду Остервиц (Osterwitz) наследственную должность виночерпия герцогского двора.  В XV веке последний представитель семьи Остервиц был пленён во время турецкого набега на Каринтию и скончался в плену, не оставив наследников. В результате замок перешёл во владение герцога Каринтии и императора Священной Римской империи Фридриха III. В начале XVI века император Фердинанд I передал Гохостервитц наместнику Каринтии Кристофу Кевенхюллеру (Christof Khevenhuller).  В 1571 году наследник последнего приобрёл и цитадель замка. Он сильно укрепил замок с целью отражения турецких вторжений. В 1586 г. был построен квадратный донжон и три круглые башни в углах крепостных стен. Также в это время были построены знаменитые 14 ворот и арсенал. В результате его работы фортификационные сооружения замка превзошли большинство современных аналогов.  Длина подъема до цитадели замка составила   620 метров. После XVI века каких-либо значительных усовершенствований в архитектуру Гохостервитца не вносилось. Замок до настоящего времени остаётся в собственности рода Кевенхюллеров.замкимира.рф  За свою историю замок никогда не был взят неприятелем. Наиболее близко к взятию замок был в 1360 году во время правления Маргариты Тирольской. Гохостервиц стал одним из замков, которые ей не удалось взять под свой контроль. По этой причине Маргарите пришлось остановить кампанию по завоеванию Каринтии.";"gopnikda";"http://banallex.livejournal.com/1073552.html";"21.08.2013";"18:03:00"
60;"Надеюсь, что будет полезен Быстрые алгоритмы сортировки          Дата сдачи: январь 2012         Автор реферата: Ивашенцова Э. Й.         Оценка за реферат: 5         Кол-во страниц: 134           Понравилось:                   Щолкова Щ. Е.         Шаурова Э. Ж.         Апексинов В. В.         Минцлова Т. Х.         Жуховский Х. Щ.                   Колтубановский - Алхан-Кала - Большие Ключищи - Куженер - Волотовский - Акнада - Вахрушев - Виллози - Катангский - Клинцы - Зеленоборский - Гаврилов-Ямский - Гайский - Александровская - Краснооктябрьский - Иртышский - Заларинский - Катайский - Веселовка - Зверево - Гребенская - Верхнечусовские Городки - Коммунарка - Головчино - Красносельский - Великолукский - Белоусово - Калманский - Кисляковская - Калининский - Заозерный - Елецкий - Витим - Богатое - Дмитровский - Камызякский - Вольский - Курган - Верх-Суетка - Киргиз-Мияки - Крутиха - Высокогорский - Валуйки - Грабово - Абакан - Кангалассы - Балтийский - Еманжелинск - Когалым - Заводской - Кыштым - Кайбицкий - Восточный окр. - Курманаевка - Дукат - Кетченеры - Дедовичи - Курсавка - Курчатовский - Бетьки - Вуктыл - Верещагино - Девица - Карабаш - Валдайский - Каргала - Куменский - Куюргазинский - Ельцовский - Колюбакино - Каменский - Куса - Крым - Владимиро-Александровское - Кесова Гора -";"tigr74f";"http://tigr74f.livejournal.com/15408400.html";"23.01.2013";"10:42:00"
61;"Наверное немного усложнено, но в целом она такая и есть - формула секса:";"voxpop_66";"http://voxpop-66.livejournal.com/440790.html";"21.08.2013";"17:01:00"
62;"По заданию Кремля помогаю земляку осваивать русский язык, а то кроме слова  мафия  ничего не знал-) Продает у Эйфелевой башни ролексы за 15 евро.     Поддержи автора - Добавь в друзья!";"salatau";"http://nikitskij.livejournal.com/266950.html";"24.08.2013";"21:43:00"
63;"Ist es Volksverhetzung, wenn man US-Soldaten als Terroristen bezeichnet? Mit dieser Frage muss sich das Landgericht in Passau am kommenden Mittwoch befassen. Angeklagt ist eine Hausfrau aus Passau. Die in Serbien geborene Frau hat in ihrem Facebook-Auftritt das Bild eines toten Kindes, vor dem ein US- Soldat mit Maschinenpistole kniet, gepostet . Darunter kann man in Englisch das Zitat des US-Soldaten Mike Prysner lesen:  Uns wurde gesagt, dass wir Terroristen bek&auml mpfen. Aber der wirkliche Terrorist war ich. Und der wahre Terrorismus ist diese Besetzung.   Эта новость меня до такой степени удивила, что я попросил уважаемого pietari_spb дать линк на первоисточник, что, в свою очередь, удивило его, и по-моему, неприятно, поскольку он никогда не давал оснований себе не верить. Как бы то ни было, однако, первоисточник я получил, прогнал (ибо с немецким не дружу) через гугль, потом, на всякий случай, переговорил с человеком, мову Гёте разумеющим, ибо там и живущим, и убедился, что не верил зря...   Если коротко, то так.  Некая немка то ли сербского, то ли (скорее) боснийского или албанского происхождения разместила (мусульманка же) в своем ФБ палестинский видеоролик, где, в частности, мелькнул израильский флаг с вставленной фотошопом свастикой. Естественно, кого-то из гостей это шокировало, кто-то из активистов какой-то еврейской организации настучал, и фрау привлекли за использование символики запрещенных в Германии антиконституционных организаций. Это понятно, со свастикой там все еще строго, так что штраф светил на всю катушку, но, на первый раз, не очень большой.  Однако по ходу судебного расследования выяснилось, что дама виновна не только в этом. Кроме крамольного клипа, она разместила в блоге еще и вот эту самую фотографию  джи-ай , присевшего рядом с убитым местным мальчуганом. Это само по себе насторожило судью, однако не очень, ибо картинку можно истолковать и так, что добрый янки хочет оказать бедняжке первую помощь,  и все, возможно, обошлось бы, но роковую роль сыграла украшающая фотографию фраза, -  Нам сказали, что мы боремся с террористами, но настоящим террористом был я. А реальный терроризм это оккупация , - принадлежащая американскому ветерану Майку Прайснеру, считающемуся на Западе, - как в Новом Свете, так и в Старом, -  очень опасным пропагандистом, вводящим в пагубное сомнение доверчивую молодежь.  Короче говоря, по совокупности хватило. Фрау, правда, - хоть и домохозяйка, но с каким-то минимальным юридическим багажом, - выстраивала линию обороны, признавая, что со свастикой дала маху, а во всем остальном не виноватая, ибо свобода слова. Однако суд, сочтя ее доводы неубедительными, указал:  Да, виновна!  и, согласно закону об экстремизме, присудил выплатить весьма солидный штраф. А кроме того, постановил на год внести ее имя в какой-то список. Вот что за список, не знаю и додумывать не хочу...";"putnik1";"http://putnik1.livejournal.com/2358518.html";"19.08.2013";"19:42:00"
64;"а вот интересно, кому хуже живётся: гомофилам в России или гомофобам на Западе?  Некоторые соображения общего характера: 1. Допустим, мы договорились, что гомофилия есть вариант нормы и некоторый процент особей просто природой предназначен для соитий с лицами (то есть не с лицами, конечно  но это частности) своего пола. Эволюция всегда держит в рукаве не только пару тузов, но и пару шестёрок: мало ли что, вдруг пригодятся. 2. Но исходя из пункта 1, мы точно так же должны договориться, что в общей массе присутствует и другой вариант нормы, а именно те, для кого такой модус операнди категорически неприемлем на том же самом биологическом уровне, им плохо от одних мыслей на эту тему, их рвать тянет. Да, это иррациональное состояние, но разве, скажем, боязнь, а вернее, непреодолимая брезгливость к мышам или паукам менее иррациональна? Кроме того, будем помнить и о другом рукаве эволюции. Может, гомофобы ей для чего-то понадобятся в далёком будущем?  3. И, конечно, существует большинство, которому пофиг и то, и другое. И мыши тоже. 4. Налицо именно биологический конфликт, для разрешения которого большинство, будь оно разумно, приняло бы свои меры, а именно развело бы непримиримых по углам и позаботилось бы о том, чтобы они как можно меньше соприкасались. Однако большинство в целом, как показывает опыт, не то чтобы совсем неразумно, а - туповато. Оно медленно реагирует и плохо осмысливает. Поэтому для простоты, вместо того чтобы занять самостоятельную позицию, оно пытается поддержать того, кто убедительнее вопит и производит более выразительные жесты. Разумеется, возникает положительная обратная связь, процесс идёт вразнос, абсурд накапливается.  Так вот, исходя из перечисленного, не следует ли добиваться уравнивание гомофилов и гомофобов в правах на выражение своих мыслей и отстаивание своих позиций как на внутреннем, так и на международном уровне? А то получается двойная бухгалтерия, дискриминация по физиологически обусловленным критериям, ограничение свободы слова и запрет на профессии для некоторых меньшинств... В общем, вы меня поняли. (Да, до прошлой недели я представления не имел, кто такая Елена Исинбаева. И нет, я не знаю, есть ли среди моих друзей геи.)";"urus_hay";"http://urus-hay.livejournal.com/314418.html";"19.08.2013";"8:39:00"
65;"Оригинал взят у  в Военный суд штата Мэрилэнд приговорил Брэдли Мэннинга к 35 годам лишения свободыСудья Дениз Линд огласила приговор рядовому Брэдли Мэннингу, которого суд признал виновным по 20 пунктам в шпионаже, краже секретных материалов, компьютерном мошенничестве и военных преступлениях. Бывший солдат армии США был осужден на 35 лет тюремного заключения.        AFP Перед объявлением окончательного приговора около военной базы Форт-Мид в штате Мэриленд собралось совсем немного людей, выступающих в поддержку Брэдли Мэннинга, по сравнению с количеством его сторонников в день первого заседания суда.  Из срока тюремного заключения Мэннингу вычтут 112 дней. Это будет сделано в связи с тем, что судья признал факт жестокого обращения с рядовым на протяжении его 9-месячного пребывания в военной тюрьме после ареста.  Суть дела  В 2010 году в распоряжение сайта WikiLeaks попало одновременно более 700 тыс. документов, принадлежащих Пентагону и Госдепартаменту США. На тот момент это была самая массовая утечка информации, с которой столкнулось правительство США. Миру показали кадры атаки американского военного вертолёта в Ираке в 2007 году, в результате которой погибло двое журналистов. Личность розоблачителя вскоре была установлена. Им оказался рядовой сухопутных войск США Брэдли Мэннинг, который служил аналитиком военной разведки в Ираке. Солдата сразу же арестовали, и более трёх лет Мэннинг находился в тюрьме в ожидании суда.  Процесс по делу  Рядового Брэдли Мэннинга обвиняли по 22 пунктам, в частности в шпионаже, пособничестве врагу и краже секретных данных. В общей сложности бывшему солдату грозило до 136 лет лишения свободы. Рассчитывая на смягчение приговора, Мэннинг признал себя виновным по десяти пунктам обвинения. Разоблачитель отверг самое серьёзное из них   в пособничестве врагу. Информатор WikiLeaks заявил, что решил обнародовать документы, потому что, по его мнению, американские граждане имеют право знать о произволе американских военных в Ираке и Афганистане. Однако сторона обвинения, представляющая правительство США, утверждает, что утечка документации нанесла ущерб национальной безопасности и поставила под угрозу жизнь американских солдат.  В результате, суд признал Брэдли Мэннинга виновным по 20 пунктам - в частности, по пяти пунктам обвинения в шпионаже, по пяти пунктам обвинения в краже секретных материалов, в компьютерном мошенничестве и военных преступлениях. По совокупности пунктов обвинения Мэннингу грозило до 90 лет тюремного заключения. После этого судебный процесс перешел в фазу вынесения приговора. На этом этапе судьи выслушали показания ещё 24 свидетелей со стороны защиты и 21   со стороны обвинения. При этом адвокаты Мэннинга представили суду новые доказательства невиновности их подзащитного. Защитники рассказали, что Брэдли Мэннинг не был годен к службе в качестве аналитика армейской разведки, а командование игнорировало личные проблемы молодого военнослужащего.  15 августа Брэдли Мэннинг извинился перед правительством США.  Мне жаль, что я причинил вред людям. Мне жаль, что я причинил вред Соединённым Штатам. Я извиняюсь за неожиданные результаты моих действий. Последние три года меня многому научили, - сказал Мэннинг. - Я думал, я помогаю людям .   Оригинал статьи";"karhu53";"http://abd56.livejournal.com/6171844.html";"21.08.2013";"17:36:00"
